Link,Name,SKU,Price,Five Star,Review Amount,Image Link,,4-Way Venting,AAFA Certified,ADA Compliant,ANSI Certified,Adjustable Leveling Legs,Agitator Type,Amperage,Antimicrobial Protection,App Compatible,Assembly Required,Automatic Temperature Control,Bleach Dispenser,Brand,Brand Compatibility,Built-In Water Faucet,CEE Qualified,Capacity,Child Lock,Color,Color Category,Color Finish,Commercial Merchandise,Compact Design,Compatible Appliance Type,Consortium for Energy Efficiency (CEE) Rating,Control Location,Control Type,Delay Start,Depth With Door Open,Detergent Dispenser Type,Detergent Form,Display Type,Door Style,Drain Hose Included,Drum Material,Dryer Capacity,Dryer Depth With Door Open,Dryer Door Style,Dryer Drum Material,Dryer Heating Source,Dryer Interior Light,Dryer Voltage,Dryer Window,Drying Cycles,Drying Rack,Drying Type,ENERGY STAR Certified,End-Of-Cycle Signal,Estimated Annual Electricity Use,Estimated Annual Electricity Use (Dryer),Estimated Annual Electricity Use (Washer),Estimated Annual Operating Cost,Estimated Annual Operating Cost (Dryer),Estimated Annual Operating Cost (Washer),Exhaust Vent Location,Fabric Softener Dispenser,Faucet Adapter Included,Fill Hoses Included,Fingerprint Resistant,Gas Connector Included,Hardware Included,Height To Control Panel Top,Height With Door Open,High-Efficiency,Integrated Water Heater,Interior Light(s),Internal Water Heater,Lint Filter Full Indicator,Manufacturer's Warranty - Labor,Manufacturer's Warranty - Parts,Matching Dryer Available,Matching Dryer Model Number,Matching Washer Available,Matching Washer Model Number,Matching Washer Type,Material,Maximum Spin Speed,Model Compatibility,Model Number,Moisture Sensor,NSF Listed,Noise Reduction,Number Of Doors,Number Of Drawers,Number Of Drying Cycles,Number Of Shelves,Number of Drying Temperatures,Number of Rinse Temperatures,Number of Spin Speeds,Number of Temperature Settings,Number of Wash Temperatures,Number of Wash/Rinse Cycles,Options and Programs,Out-Of-Balance Detection,Payment System,Pedestal Available,Pedestal Model Compatibility,Power Cord Included,Pre-Wash Detergent Dispenser,Product Depth,Product Height,Product Length,Product Name,Product Safety Certifications and Standards,Product Weight,Product Width,Propane (LP) Convertible,Propane Conversion Kit Included,Propane Conversion Kit Model Compatibility,Quantity,Reversible Door Hinge,Second Rinse,Self-Cleaning Filter,Sensor Dry,Soft Close Lid,Soil Levels,Stackable,Stacking Kit Included,Stacking Kit Model Compatibility,Steam Function,Temperature Settings,Time-Remaining Display,Total Maximum BTU Rating,Tub/Drum Material,UPC,Vendor Collection,Vibration Reduction,Voltage,Wash/Rinse Cycles,Washer Capacity,Washer Interior Light,Washer Load Type,Washer Tub/Drum Material,Washer Voltage,Washer Window,Washer/Dryer Combo Type,Washing Mechanism,Water Source,Wheels/Casters,Window,Wireless Connectivity,Works With
https://www.bestbuy.com/site/samsung-7-2-cu-ft-electric-dryer-with-sensor-dry-white/6415795.p?skuId=6415795,Samsung - 7.2 Cu. Ft. Electric Dryer with Sensor Dry - White,DVE45T3200W,$579.99,4.6,(1.211 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6415/6415795_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,30 amperes,,No,,Yes,,Samsung,,,,7.2 cubic feet,Yes,White,,White,,No,,,Rear panel,"Dial, Button",Yes,50 1/8 inches,,,LED,,,Anodized steel,,,,,Electric,,,,"Normal, Heavy Duty, Permanent Press, Delicates, Time Dry, Air Fluff, Quick Dry, Wrinkle Release",No,Vented,No,Yes,644 kilowatt hours,,,,,,"Bottom, Left, Rear, Right",,,,No,,,,,,,No,,,1 Year,1 Year,,,Yes,WA45T3200AW,Top load,,,,DVE45T3200W,Yes,,,,,8,,,,,4,,,"Wrinkle Prevent, Child Lock, Smart Care",,,No,,No,,30 1/4 inches,44 inches,,7.2 Cu. Ft. Electric Dryer with Sensor Dry,,110.2 pounds,27 inches,,,,,Yes,,No,,,,No,,,No,"High, Medium, Low, Extra Low",Yes,,,887276429618,,Yes,240 volts,,,,,,,,,,,,No,None,
https://www.bestbuy.com/site/lg-5-0-cu-ft-high-efficiency-front-load-washer-with-6motion-technology-middle-black/6532185.p?skuId=6532185,LG - 5.0 Cu. Ft. High-Efficiency Front Load Washer with 6Motion Technology - Middle Black,WM3470CM,"$1,099.99",4.7,(732 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6532/6532185_rd.jpg;maxHeight=640;maxWidth=550,,,No,No,No,Yes,,10 amperes,No,No,,Yes,Yes,LG,,,No,5 cubic feet,Yes,Middle Black,,Black,No,No,,Not Available,,"Button, Dial, Touchpad",Yes,57 3/4 inches,Single load,"Gel, Liquid, Powder, Single-use packs",LED,,Yes,,,,,,,,,,,,,Yes,Yes,95 kilowatt hours,,,12 United States dollars,,,,Yes,,No,No,,,,,No,,No,No,,1 Year General,"1 Year General, 3 Years Drum, 10 Years Direct Drive Motor",Yes,"DLE3470M, DLG3471M",,,,,1300 revolutions per minute,,WM3470CM,,No,LoDecibel Quiet Operation,,,,,,,5,5,,9,"Normal, Perm. Press, Heavy Duty, Delicates, Towels, Speed Wash, Bedding, Tub Clean Pre-wash, Delay Wash, Cold Wash, Extra Rinse, Rinse+Spin, Control Lock, Spin Only, Signal",Yes,,Yes,WDP6M,Yes,Yes,33 3/16 inches,39 inches,,5.0 Cu. Ft. High-Efficiency Front Load Washer with 6Motion Technology,UL Listed,192 pounds,27 inches,,,,,No,,,,,"Light, Normal, Heavy",Yes,No,KSTK4,No,"Extra Hot, Hot, Warm, Cold, Tap Cold",Yes,,Stainless steel,195174048740,,Yes,120 volts,"Normal, Perm. Press, Heavy Duty, Delicates, Towels, Speed Wash, Bedding, Tub Clean",,,Front load,,,,,,,No,Yes,NFC,
https://www.bestbuy.com/site/lg-7-4-cu-ft-smart-electric-dryer-with-steam-and-sensor-dry-graphite-steel/6529903.p?skuId=6529903,LG - 7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - Graphite Steel,DLEX5500V,$899.99,4.7,(250 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6529/6529903_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,26 amperes,,Yes,,Yes,,LG,,,No,7.4 cubic feet,Yes,Graphite Steel,,Graphite steel,No,No,,Not Available,Front panel,"Button, Dial, Touchscreen",No,51 3/8 inches,,,LCD,,,Stainless steel,,,,,Electric,,,,"Normal, AI Dry, Bedding, Delicates, Towels, Quick Dry, Timed Dry, Power Dry, Perm. Press, SteamFresh, Heavy Duty, Air Dry, Steam Sanitary, Super Dry, Active Wear, Jeans, Blanket Refresh, Low Temp Dry, Overnight Dry, Easy Ironing, Small Load, Large Load Dry, X Large Load Dry",No,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,No,No,,,,,,,Yes,,No,1 Year General,"1 Year General, 3 Years Drum",,,Yes,WM5500HVA,Front load,,,,DLEX5500V,Yes,No,,,,11,,,,,5,,,"Normal, AI Dry, Bedding, Delicates, Towels, Quick Dry, Timed Dry, Power Dry, Perm. Press, SteamFresh, Heavy Duty, Air Dry, Steam Sanitary, Super Dry, Active Wear, Jeans, Blanket Refresh, Low Temp Dry, Overnight Dry, Easy Ironing, Small Load, Large Load Dry, X Large Load Dry, Cycle Optimization, Damp Dry Signal, Wrinkle Care, Control Lock, Wi-Fi, Energy Saver, TurboSteam, Reduce Static, Remote Start, Drum Light, Signal, Cycle Edit List",,,Yes,WDP6V,No,,29 3/4 inches,39 inches,,7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry,CSA Listed,124 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,KSTK4,Yes,"High, Med. High, Medium, Low, Ultra Low",Yes,,,195174048580,,No,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/samsung-open-box-bespoke-ai-5-3-cu-ft-all-in-one-washer-electric-dryer-combo-super-speed-wash-and-ventless-heat-pump-dryer-dark-steel/6581578.p?skuId=6581578,Samsung - OPEN BOX Bespoke AI 5.3 Cu. Ft. All-in-One Washer & Electric Dryer Combo Super Speed Wash and Ventless Heat Pump Dryer - Dark Steel,OBX WD53DBA900HZA1,"$2,799.99",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581578_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,15 amperes,,Yes,,Yes,Yes,Samsung,,,Yes,5.3 cubic feet,Yes,Dark Steel,,Gray,No,,,CEE Tier 2,,Touchscreen,Yes,56 5/16 inches,,,LCD,Left swing,Yes,Stainless steel,,,,,Electric,,,,21,No,,Yes,Yes,,,103 kilowatt hours,,,14 United States dollars,Ventless,Yes,,No,,,,,,Yes,Yes,Yes,,,1 Year,1 Year; 3 Year Stainless Steel Tub; 20 Years Digital Inverter Motor,,,,,,,1200 revolutions per minute,,OBX WD53DBA900HZA1,,,,,,20,,4,,5,,5,23,"Delay End, Dispenser 1 – General Detergent, Dispenser 2 - Specialty Detergent & Softener, Extra Rinse, Bubble Soak, Dry Prep, Wrinkle Prevent, Samsung Accounts, Connections, Child Lock, Sounds, Home Device Notifications, Display, Display and Style, Bixby, Microphone, Language, Liquid Units, Date and Time, Accessibility, Software Update, Support, Factory Reset, About Product, Drum Light, Auto Dispenser, Pump Clean, Auto Open Door, AI Pattern, My Cycles, Calibration, Self Diagnosis",,,,,Yes,No,34 1/2 inches,43 3/4 inches,,OPEN BOX Bespoke AI 5.3 Cu. Ft. All-in-One Washer & Electric Dryer Combo Super Speed Wash and Ventless Heat Pump Dryer,,317.5 pounds,27 inches,,,,,,Yes,Yes,Yes,,"Extra Heavy, Heavy, Normal, Light, Extra Light",,,,Yes,"Washer (Extra Hot, Hot, Warm, Cold, Tap Cold) Dryer (More Dry, Normal Dry, Less Dry, Damp Dry)",Yes,,,400065815784,,Yes,120 volts,"Normal, AI Opti Wash & Dry, Super Speed, Heavy Duty, Small Load, Tide Pod Cold, Delicates, Steam Whites, Steam Sanitize, Steam Normal, Towels, Bedding, Activewear, Wool, Colors, Perm Press, Eco Cold, Rinse+Spin, Spin Only, Less Microfiber, Time Dry, Air Fluff, Product Care",,,,,,,All-in-one units,,,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant, SmartThings"
https://www.bestbuy.com/site/whirlpool-7-4-cu-ft-stackable-electric-dryer-with-wrinkle-shield-plus-option-chrome-shadow/6521268.p?skuId=6521268,Whirlpool - 7.4 Cu. Ft. Stackable Electric Dryer with Wrinkle Shield Plus Option - Chrome Shadow,WED6605MC,$919.99,4.2,(21 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6521/6521268_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,Yes,,,,15 amperes,,No,,Yes,,Whirlpool,,,No,7.4 cubic feet,Yes,Chrome Shadow,,Gray,,No,,,Front panel,Touchpad,,54 5/16 inches,,,LED,,,"Steel, Stainless steel",,,,,Electric,,,,"Regular, Delicates, Bulky Items, Whites, Colors , Towels, Normal, Wrinkle Control, Heavy Duty, Sanitize, Timed Dry, Quick Steam, Refresh",No,Vented,Yes,Yes,,,,,,,"Left, Right, Bottom, Rear",,,,,,,,,,,No,,,1 Year Limited,1 Year Limited,,,Yes,WFW6605MC,Front load,,,,WED6605MC,Yes,,,,,37,,,,,5,,,,,,Yes,True,No,,31 inches,38 1/8 inches,,7.4 Cu. Ft. Stackable Electric Dryer with Wrinkle Shield Plus Option,,141 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,W10869845,Yes,5,Yes,,,883049632940,,,240 volts,,,,,,,,,,Fill hose,,Yes,,
https://www.bestbuy.com/site/whirlpool-7-cu-ft-12-cycle-electric-dryer-white/6581035.p?skuId=6581035,Whirlpool - 7 Cu. Ft. 12-Cycle Electric Dryer - White,OBX WED4850HW,$629.99,1.0,(1 Review),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581035_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,30 amperes,,No,,No,,Whirlpool,,,,7 cubic feet,No,White,,White,,No,,,Rear panel,Dial,No,42 inches,,,,,,Steel,,,,,Electric,,,,"Auto, Timed, Air Fluff",No,Vented,No,,,,,,,,Rear,,,,No,,,,,,,Yes,,,1 year,1 year,,,Yes,WTW4850HW,Top load,,,,OBX WED4850HW,No,No,,,,12,,,,,3,,,"Wrinkle Shield, time dry, auto dry",,,No,,No,,28 1/5 inches,43 inches,,7 Cu. Ft. 12-Cycle Electric Dryer,,120 pounds,29 inches,,,,,No,,No,,,,No,,,No,3,No,,,400065810352,,No,240 volts,,,,,,,,,,,,,None,
https://www.bestbuy.com/site/whirlpool-7-4-cu-ft-stackable-electric-dryer-white/6581122.p?skuId=6581122,Whirlpool - 7.4 Cu. Ft. Stackable Electric Dryer - White,OBX WED5620HW,$944.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581122_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,Yes,,,,30 amperes,,No,,No,,Whirlpool,,,No,7.4 cubic feet,,White,,White,No,No,,CEE Not Qualified,Front panel,"Touchpad, Button",No,54 1/2 inches,,,LCD,,,Steel,,,,,Electric,,,,"Bulky Items, Colors, Delicates, Heavy Duty, Normal, Quick Dry, Regular, Sanitize, Timed Dry, Towels, Whites, Wrinkle Control",No,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,,No,,,,,,,No,,No,1 Year Limited,1 Year Limited,,,Yes,WFW5620HW,Front load,,,,OBX WED5620HW,Yes,No,,,,36,,,,,4,,,"Control Lock, Cycle Signal, Damp Dry Signal, Eco Boost",,,Yes,WFP2715HW,No,,31 inches,38 13/16 inches,,7.4 Cu. Ft. Stackable Electric Dryer,UL Listed,158 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,W10869845,No,"High, Low, Medium, Air Only",Yes,,,400065811229,,No,240 volts,,,,,,,,,,,,Yes,None,
https://www.bestbuy.com/site/whirlpool-7-0-cu-ft-gas-dryer-with-moisture-sensing-white/6581339.p?skuId=6581339,Whirlpool - 7.0 Cu. Ft. Gas Dryer with Moisture Sensing - White,OBX WGD5010LW,$854.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581339_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,15 amperes,,No,,,,Whirlpool,,,No,7 cubic feet,No,White,,White,No,,,CEE Not Qualified,Rear panel,"Touchpad, Dial",No,41 11/16 inches,,,LCD,,,Steel,,,,,Gas,,,,,No,,No,Yes,,,,,,,Rear,,,,No,No,,,,,,Yes,,No,1 Year limited,1 Year limited,,,Yes,"WTW5010LW, WTW5015LW, WTW5057LW",Top load,,,,OBX WGD5010LW,Yes,No,,,,11,,,,,4,,,,,,No,,,,28 3/8 inches,40 1/2 inches,,7.0 Cu. Ft. Gas Dryer with Moisture Sensing,UL Listed,123 pounds,29 inches,Yes,No,W11581316,,No,,No,,,,No,,,No,"High, Low, Extra Low, Medium",No,,,400065813391,,No,120 volts,,,,,,,,,,,,No,None,
https://www.bestbuy.com/site/lg-7-3-cu-ft-smart-electric-dryer-with-steam-and-sensor-dry-white/6492274.p?skuId=6492274,LG - 7.3 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - White,DLEX7900WE,$899.99,4.5,(611 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6492/6492274_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,30 amperes,,Yes,,Yes,,LG,,,,7.3 cubic feet,Yes,White,,White,No,No,,,Rear panel,"Dial, Touchpad",No,50 1/4 inches,,,LED,,,Stainless steel,,,,,Electric,,,,"Wrinkle care, delicate, SteamFresh, speed dry, perm press, normal, heavy duty, air dry, towels, damp dry, sportswear, ReduceStatic option, SteamSanitary, Small Load cycle, sanitize, bedding, normal dry, 30 min cycle, less dry, 60 min cycle, more dry, 40 min cycle, 20 min cycle, 50 min cycle, Sensor Drying option, downloaded program, TurboSteam, more time, less time",No,Vented,Yes,Yes,,,,,,,"Rear, Left, Bottom, Right",,,Yes,,,,,,,,Yes,,Yes,1 year,1 year,,,Yes,WT7900HWA,Top load,,,,DLEX7900WE,Yes,No,,,,14,,,,,5,,,"Wrinkle care, delicate, SteamFresh, speed dry, perm press, normal, heavy duty, air dry, towels, damp dry, sportswear, ReduceStatic option",,,No,,No,,29 1/4 inches,44 1/4 inches,,7.3 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry,,124.8 pounds,27 inches,,,,,Yes,,,,,,No,,,Yes,"High, Medium High, Medium, Low, Ultra Low",Yes,,,195174026717,,Yes,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/whirlpool-7-4-cu-ft-36-cycle-electric-dryer-chrome-shadow/6581129.p?skuId=6581129,Whirlpool - 7.4 Cu. Ft. 36-Cycle Electric Dryer - Chrome Shadow,OBX WHD862CHC,"$1,844.99",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581129_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,30 amperes,,No,,,,Whirlpool,,,,7.4 cubic feet,,Chrome Shadow,,Gray,No,No,,,Front panel,"Touchpad, Button",,54 1/2 inches,,,LCD,,,Stainless steel,,,,,Electric,,,,"Bulky items, colors, delicates, gentle, heavy duty, normal, quick dry, regular, timed dry, towels, whites, wrinkle control",,Heat pump,Yes,Yes,,,,,,,Ventless,,,,,,,,,,,Yes,,No,1 Year,1 Year,,,Yes,WFW862CHC,Front load,,,,OBX WHD862CHC,Yes,,,,,36,,,,,4,,,"Control Lock, Cycle Signal, Damp Dry Signal, Eco, Speed, Wrinkle Shield",,,Yes,WFP2715HC,No,,31 inches,38 13/16 inches,,7.4 Cu. Ft. 36-Cycle Electric Dryer,,158 pounds,27 inches,,,,,Yes,,,,,,Yes,No,W10869845,No,"High, Low, Medium, Medium High",Yes,,,400065811298,,,240 volts,,,,,,,,,,,,Yes,,
https://www.bestbuy.com/site/maytag-7-0-cu-ft-gas-dryer-with-wrinkle-prevent-white/6581394.p?skuId=6581394,Maytag - 7.0 Cu. Ft. Gas Dryer with Wrinkle Prevent - White,OBX MGD4500MW,$809.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581394_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,15 amperes,,No,,Yes,,Maytag,,,No,7 cubic feet,Yes,White,,White,,,,CEE Not Qualified,Rear panel,Dial,No,51 inches,,,,,,Steel,,,,,Gas,,,,"Jeans, Less Dry, More Dry, Normal",No,,No,Yes,,,,,,,Rear,,,,No,No,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,MVW4505MW,Top load,,,,OBX MGD4500MW,No,No,,,,7,,,,,4,,,,,,No,,,,28 1/4 inches,43 inches,,7.0 Cu. Ft. Gas Dryer with Wrinkle Prevent,,114 pounds,29 inches,Yes,No,W11581316,,Yes,,No,,,,No,,,No,4,No,,,400065813940,,No,120 volts,,,,,,,,,,,,No,,
https://www.bestbuy.com/site/whirlpool-7-0-cu-ft-gas-dryer-with-moisture-sensor-white/6581453.p?skuId=6581453,Whirlpool - 7.0 Cu. Ft. Gas Dryer with Moisture Sensor - White,OBX WGD6150PW,$989.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581453_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,15 amperes,,No,,Yes,,Whirlpool,,,No,7 cubic feet,Yes,White,,White,,,,,Rear panel,Button,No,51 inches,,,,,,Stainless steel,,,,,Gas,,,,,,,No,Yes,,,,,,,Rear,,,No,No,,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,WTW6150PW,Top load,,,,OBX WGD6150PW,Yes,,,,,11,,,,,4,,,,,,No,,,,28 3/8 inches,43 inches,,7.0 Cu. Ft. Gas Dryer with Moisture Sensor,,120.6 pounds,29 inches,Yes,No,,,Yes,,No,,,,No,,,Yes,"High, Low, Medium, Air Only",No,,,400065814534,,No,120 volts,,,,,,,,,,Fill hose,,,,
https://www.bestbuy.com/site/maytag-7-0-cu-ft-electric-dryer-with-wrinkle-prevent-white/6581393.p?skuId=6581393,Maytag - 7.0 Cu. Ft. Electric Dryer with Wrinkle Prevent - White,OBX MED4500MW,$719.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581393_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,30 amperes,,No,,Yes,,Maytag,,,No,7 cubic feet,Yes,White,,White,,No,,CEE Not Qualified,Rear panel,Dial,No,51 inches,,,,,,Steel,,,,,Electric,,,,"Jeans, Less Dry, More Dry, Normal",No,Vented,No,Yes,,,,,,,Rear,,,,No,,,,,,,Yes,,,1 Year Limited,1 Year Limited,,,Yes,MVW4505MW,Top load,,,,OBX MED4500MW,No,No,,,,7,,,,,4,,,,,,No,,No,,28 1/4 inches,43 inches,,7.0 Cu. Ft. Electric Dryer with Wrinkle Prevent,,114 pounds,29 inches,,,,,Yes,,No,,,,No,,,No,4,No,,,400065813933,,,240 volts,,,,,,,,,,,,No,,
https://www.bestbuy.com/site/whirlpool-7-0-cu-ft-electric-dryer-with-moisture-sensor-white/6581459.p?skuId=6581459,Whirlpool - 7.0 Cu. Ft. Electric Dryer with Moisture Sensor - White,OBX WED6150PW,$899.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581459_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,30 amperes,,No,,Yes,,Whirlpool,,,No,7 cubic feet,No,White,,White,,No,,,Rear panel,Button,No,51 inches,,,,,,Stainless steel,,,,,Electric,,,,,,Vented,No,Yes,,,,,,,Rear,,,No,,,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,WTW6150PW,Top load,,,,OBX WED6150PW,Yes,,,,,11,,,,,4,,,,,,No,,Yes,,28 3/8 inches,43 inches,,7.0 Cu. Ft. Electric Dryer with Moisture Sensor,,120.6 pounds,29 inches,,,,,Yes,,No,,,,No,,,Yes,"High, Low, Medium, Air Only",No,,,400065814596,,No,240 volts,,,,,,,,,,Fill hose,,,,
https://www.bestbuy.com/site/lg-7-3-cu-ft-electric-dryer-with-sensor-dry-white/6450829.p?skuId=6450829,LG - 7.3 Cu. Ft. Electric Dryer with Sensor Dry - White,DLE7000W,$849.99,4.5,(481 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6450/6450829_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,,,No,,No,,LG,,,,7.3 cubic feet,Yes,White,,White,,No,,,Rear panel,Dial,No,50 1/4 inches,,,LED,,,Stainless steel,,,,,Electric,,,,"Wrinkle care, delicate, speed dry, perm press, normal, heavy duty, freshen up, air dry, damp dry, cottons, very dry, casual, normal dry, 60 min cycle, 40 min cycle, 20 min cycle, Sensor Drying option, bulky/bedding, more time, less time",No,Vented,Yes,Yes,,,,,,,"Rear, Left, Bottom, Right",,,,No,,,,,,,No,,No,1 Year General,1 Year General,,,Yes,WT7005CW,Top load,,,,DLE7000W,Yes,No,,,,8,,,,,3,,,"Wrinkle care, delicate, speed dry, perm press, normal, heavy duty, freshen up, air dry, damp dry, cottons, very dry, casual, normal dry, 60 min cycle",,,No,,No,,29 1/2 inches,44 1/2 inches,,7.3 Cu. Ft. Electric Dryer with Sensor Dry,CSA Listed,114.9 pounds,27 inches,,,,,Yes,,No,,,,No,,,No,"High, Medium, Low",Yes,,,195174004128,,,240 volts,,,,,,,,,,,,No,NFC,
https://www.bestbuy.com/site/whirlpool-7-cu-ft-gas-dryer-with-autodry-drying-system-white/6581060.p?skuId=6581060,Whirlpool - 7 Cu. Ft. Gas Dryer with AutoDry Drying System - White,OBX WGD4950HW,$764.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581060_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,20 amperes,,No,,No,,Whirlpool,,,No,7 cubic feet,No,White,,White,No,,,CEE Not Qualified,Rear panel,Dial,No,42 inches,,,None,,,Steel,,,,,Gas,,,,"Heavy duty, freshen up, Wrinkle Shield, air fluff, time dry, automatic, auto dry, low heat drying, energy preferred cycle, less dry, high heat drying, medium, more dry, time dry 30, time dry 40, time dry 50, time dry 60, time dry 20",No,,No,Yes,,,,,,,Rear,,,,No,No,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,WTW4950HW,Top load,,,,OBX WGD4950HW,Yes,No,,,,14,,,,,3,,,Heavy duty; freshen up; Wrinkle Shield; air fluff; time dry; automatic; auto dry; low heat drying; energy preferred cycle; less dry; high heat drying,,,No,,,,28 3/16 inches,40 7/8 inches,,7 Cu. Ft. Gas Dryer with AutoDry Drying System,UL Listed,109 pounds,29 inches,Yes,No,W11581316,,No,,No,,,,No,,,No,"High, Low, Medium",No,,,400065810604,,No,120 volts,,,,,,,,,,,,No,None,
https://www.bestbuy.com/site/whirlpool-7-cu-ft-electric-dryer-with-autodry-drying-system-white/6581059.p?skuId=6581059,Whirlpool - 7 Cu. Ft. Electric Dryer with AutoDry Drying System - White,OBX WED4950HW,$674.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6581/6581059_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,30 amperes,,No,,No,,Whirlpool,,,No,7 cubic feet,,White,,White,No,No,,CEE Not Qualified,Rear panel,Dial,No,42 inches,,,None,,,Steel,,,,,Electric,,,,"Heavy duty, freshen up, Wrinkle Shield, air fluff, time dry, automatic, auto dry, low heat drying, energy preferred cycle, less dry, high heat drying, medium, more dry, time dry 30, time dry 40, time dry 50, time dry 60, time dry 20",No,Vented,No,Yes,,,,,,,Rear,,,,No,,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,WTW4950HW,Top load,,,,OBX WED4950HW,Yes,No,,,,14,,,,,3,,,"Automatic Dry, Energy Preferred, Fluff Dry, Heavy Duty, Less Dry, More Dry, Timed Dry, Damp Dry Signal, Freshen Up, Wrinkle Shield",,,No,,No,,28 3/16 inches,43 inches,,7 Cu. Ft. Electric Dryer with AutoDry Drying System,CSA Listed,109 pounds,29 inches,,,,,No,,No,,,,No,,,No,High Medium,No,,,400065810598,,No,240 volts,,,,,,,,,,,,,None,
https://www.bestbuy.com/site/whirlpool-7-4-cu-ft-stackable-gas-dryer-with-wrinkle-shield-plus-option-white/6521261.p?skuId=6521261,Whirlpool - 7.4 Cu. Ft. Stackable Gas Dryer with Wrinkle Shield Plus Option - White,WGD6605MW,"$1,019.99",4.3,(6 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6521/6521261_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,Yes,,,,15 amperes,,No,,Yes,,Whirlpool,,,No,7.4 cubic feet,No,White,,White,,,,CEE Not Qualified,Front panel,Touchpad,No,54 5/16 inches,,,LED,,,Steel,,,,,Gas,,,,"Regular, Delicates, Bulky Items, Whites, Colors , Towels, Normal, Wrinkle Control, Heavy Duty, Sanitize, Timed Dry, Quick Steam, Refresh",No,,Yes,Yes,,,,,,,"Left, Right, Bottom, Rear",,,,No,Yes,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,WFW6605MW,Front load,,,,WGD6605MW,Yes,,,,,37,,,,,5,,,,,,,,,,31 inches,38 1/8 inches,,7.4 Cu. Ft. Stackable Gas Dryer with Wrinkle Shield Plus Option,,141 pounds,27 inches,Yes,Yes,W10606694A,,Yes,,No,,,,Yes,No,W10869845,Yes,5,Yes,,,883049626529,,No,120 volts,,,,,,,,,,Fill hose,,,,
